,Model,Window,Neutral,Train Score,Test Score,Params,Estimator
1,XGBoost,2,0,0.5163101604278074,0.28846153846153844,"{'colsample_bytree': 0.8769631953688852, 'gamma': 2.6106312130519695, 'learning_rate': 0.10284035100755783, 'max_depth': 16, 'min_child_weight': 13.015581935252813, 'n_estimators': 27, 'reg_alpha': 4.261381538233704, 'subsample': 0.6858502001548971}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.8769631953688852, gamma=2.6106312130519695,
       learning_rate=0.10284035100755783, max_delta_step=0, max_depth=16,
       min_child_weight=13.015581935252813, missing=None, n_estimators=27,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=4.261381538233704, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.6858502001548971)"
1,XGBoost,2,1,0.5133689839572193,0.4182692307692307,"{'colsample_bytree': 0.9791303634809553, 'gamma': 4.664379439508943, 'learning_rate': 0.21603987100520539, 'max_depth': 3, 'min_child_weight': 17.938535221155806, 'n_estimators': 11, 'reg_alpha': 0.13457408335667992, 'subsample': 0.8955662381334986}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9791303634809553, gamma=4.664379439508943,
       learning_rate=0.21603987100520539, max_delta_step=0, max_depth=3,
       min_child_weight=17.938535221155806, missing=None, n_estimators=11,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0.13457408335667992, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.8955662381334986)"
0,Random Forest,5,0,0.5129647677125166,0.45833333333333337,"{'max_depth': 2, 'n_estimators': 95}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=95, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
1,XGBoost,3,1,0.5093148880105401,0.456043956043956,"{'colsample_bytree': 0.9973960624359294, 'gamma': 3.1780272456998837, 'learning_rate': 0.4380235091200426, 'max_depth': 6, 'min_child_weight': 7.480403340661693, 'n_estimators': 70, 'reg_alpha': 5.2296366841173905, 'subsample': 0.8811955352579839}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9973960624359294, gamma=3.1780272456998837,
       learning_rate=0.4380235091200426, max_delta_step=0, max_depth=6,
       min_child_weight=7.480403340661693, missing=None, n_estimators=70,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=5.2296366841173905, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.8811955352579839)"
1,XGBoost,3,0,0.5065985915170182,0.3571428571428571,"{'colsample_bytree': 0.9599790375349997, 'gamma': 5.828581043973077, 'learning_rate': 0.4014829314423269, 'max_depth': 2, 'min_child_weight': 1.0476481136817308, 'n_estimators': 62, 'reg_alpha': 0.7304877090102413, 'subsample': 0.9041398163787724}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9599790375349997, gamma=5.828581043973077,
       learning_rate=0.4014829314423269, max_delta_step=0, max_depth=2,
       min_child_weight=1.0476481136817308, missing=None, n_estimators=62,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0.7304877090102413, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9041398163787724)"
0,Random Forest,2,1,0.5040841080237611,0.38942307692307687,"{'max_depth': 18, 'n_estimators': 33}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=18, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=33, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
1,XGBoost,1,0,0.5010540184453228,0.5,"{'colsample_bytree': 0.8202549101530984, 'gamma': 2.3210405471687414, 'learning_rate': 0.4743924735301637, 'max_depth': 7, 'min_child_weight': 6.127304165441258, 'n_estimators': 74, 'reg_alpha': 4.170675346230705, 'subsample': 0.9305913167965157}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.8202549101530984, gamma=2.3210405471687414,
       learning_rate=0.4743924735301637, max_delta_step=0, max_depth=7,
       min_child_weight=6.127304165441258, missing=None, n_estimators=74,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=4.170675346230705, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9305913167965157)"
1,XGBoost,1,1,0.5,0.5,"{'colsample_bytree': 0.9343167465066741, 'gamma': 1.761949420451756, 'learning_rate': 0.1072365242597557, 'max_depth': 4, 'min_child_weight': 9.994507954365247, 'n_estimators': 10, 'reg_alpha': 3.8662516480731375, 'subsample': 0.9976110284814433}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9343167465066741, gamma=1.761949420451756,
       learning_rate=0.1072365242597557, max_delta_step=0, max_depth=4,
       min_child_weight=9.994507954365247, missing=None, n_estimators=10,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=3.8662516480731375, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9976110284814433)"
0,Random Forest,1,0,0.49787915946692335,0.45535714285714285,"{'max_depth': 7, 'n_estimators': 10}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=7, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
0,Random Forest,2,0,0.4792567491954918,0.2596153846153846,"{'max_depth': 2, 'n_estimators': 36}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=36, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
