,Model,Window,Neutral,Train Score,Test Score,Params,Estimator
2,LightGBM,4,0,0.5218075123406006,0.282051282051282,"{'colsample_bytree': 0.8700767990759531, 'gamma': 7.838004891445451, 'learning_rate': 0.08815343813883923, 'max_depth': 16, 'min_child_weight': 20.175578621128725, 'n_estimators': 30, 'reg_alpha': 1.8053242707778105, 'subsample': 0.9146825326509366}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.8700767990759531, gamma=7.838004891445451,
        importance_type='split', learning_rate=0.08815343813883923,
        max_depth=16, min_child_samples=20,
        min_child_weight=20.175578621128725, min_split_gain=0.0,
        n_estimators=30, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=1.8053242707778105, reg_lambda=0.0,
        silent=True, subsample=0.9146825326509366,
        subsample_for_bin=200000, subsample_freq=0)"
3,Catboost,4,1,0.5176688476964212,0.2692307692307692,{},<catboost.core.CatBoostClassifier object at 0x1a1a958438>
0,Random Forest,1,0,0.5173286486797516,0.6741071428571428,"{'max_depth': 20, 'n_estimators': 12}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=20, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=12, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
1,XGBoost,4,0,0.515405583999334,0.36538461538461536,"{'colsample_bytree': 0.8857694149859142, 'gamma': 6.408775989694087, 'learning_rate': 0.4310626258046616, 'max_depth': 16, 'min_child_weight': 3.587469555032409, 'n_estimators': 79, 'reg_alpha': 0.5503015832443203, 'subsample': 0.9326456733376043}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.8857694149859142, gamma=6.408775989694087,
       learning_rate=0.4310626258046616, max_delta_step=0, max_depth=16,
       min_child_weight=3.587469555032409, missing=None, n_estimators=79,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0.5503015832443203, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9326456733376043)"
2,LightGBM,2,1,0.5134975318798848,0.40384615384615385,"{'colsample_bytree': 0.8107176670188735, 'gamma': 1.8423427564802808, 'learning_rate': 0.09548965714600642, 'max_depth': 2, 'min_child_weight': 17.184094836804427, 'n_estimators': 90, 'reg_alpha': 6.047451304498105, 'subsample': 0.8889360830589526}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.8107176670188735, gamma=1.8423427564802808,
        importance_type='split', learning_rate=0.09548965714600642,
        max_depth=2, min_child_samples=20,
        min_child_weight=17.184094836804427, min_split_gain=0.0,
        n_estimators=90, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=6.047451304498105, reg_lambda=0.0,
        silent=True, subsample=0.8889360830589526,
        subsample_for_bin=200000, subsample_freq=0)"
2,LightGBM,3,1,0.5120299430961195,0.456043956043956,"{'colsample_bytree': 0.9978302045952115, 'gamma': 4.897949344007961, 'learning_rate': 0.12362908728555909, 'max_depth': 24, 'min_child_weight': 19.709612373270875, 'n_estimators': 39, 'reg_alpha': 8.529180093133473, 'subsample': 0.7964747540891662}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.9978302045952115, gamma=4.897949344007961,
        importance_type='split', learning_rate=0.12362908728555909,
        max_depth=24, min_child_samples=20,
        min_child_weight=19.709612373270875, min_split_gain=0.0,
        n_estimators=39, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=8.529180093133473, reg_lambda=0.0,
        silent=True, subsample=0.7964747540891662,
        subsample_for_bin=200000, subsample_freq=0)"
1,XGBoost,3,0,0.5112574986288221,0.41758241758241754,"{'colsample_bytree': 0.9779241180261057, 'gamma': 3.7840894597261454, 'learning_rate': 0.4847188406460024, 'max_depth': 7, 'min_child_weight': 8.408956921906816, 'n_estimators': 82, 'reg_alpha': 3.234504841726079, 'subsample': 0.9384650924193757}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9779241180261057, gamma=3.7840894597261454,
       learning_rate=0.4847188406460024, max_delta_step=0, max_depth=7,
       min_child_weight=8.408956921906816, missing=None, n_estimators=82,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=3.234504841726079, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9384650924193757)"
1,XGBoost,3,1,0.5107211109968464,0.3296703296703296,"{'colsample_bytree': 0.8862225343782553, 'gamma': 8.085652081025815, 'learning_rate': 0.3650960722462071, 'max_depth': 2, 'min_child_weight': 1.8109847892782995, 'n_estimators': 21, 'reg_alpha': 0.6638343538991764, 'subsample': 0.950751304362698}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.8862225343782553, gamma=8.085652081025815,
       learning_rate=0.3650960722462071, max_delta_step=0, max_depth=2,
       min_child_weight=1.8109847892782995, missing=None, n_estimators=21,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0.6638343538991764, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.950751304362698)"
1,XGBoost,4,1,0.5087284896476073,0.20512820512820515,"{'colsample_bytree': 0.9945271839801278, 'gamma': 2.56825669668836, 'learning_rate': 0.429650538529654, 'max_depth': 2, 'min_child_weight': 8.830666907951308, 'n_estimators': 25, 'reg_alpha': 6.073210993841806, 'subsample': 0.7545520785945973}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9945271839801278, gamma=2.56825669668836,
       learning_rate=0.429650538529654, max_delta_step=0, max_depth=2,
       min_child_weight=8.830666907951308, missing=None, n_estimators=25,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=6.073210993841806, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.7545520785945973)"
2,LightGBM,1,0,0.5083721976552859,0.6696428571428571,"{'colsample_bytree': 0.9339062441381146, 'gamma': 9.649659765412844, 'learning_rate': 0.18286326871374026, 'max_depth': 19, 'min_child_weight': 2.953634677382987, 'n_estimators': 91, 'reg_alpha': 0.1463229690336187, 'subsample': 0.9549081941063928}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.9339062441381146, gamma=9.649659765412844,
        importance_type='split', learning_rate=0.18286326871374026,
        max_depth=19, min_child_samples=20,
        min_child_weight=2.953634677382987, min_split_gain=0.0,
        n_estimators=91, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=0.1463229690336187, reg_lambda=0.0,
        silent=True, subsample=0.9549081941063928,
        subsample_for_bin=200000, subsample_freq=0)"
1,XGBoost,2,0,0.5074313554092965,0.4134615384615385,"{'colsample_bytree': 0.9701444897070972, 'gamma': 1.897380280631299, 'learning_rate': 0.02686798854358185, 'max_depth': 22, 'min_child_weight': 20.43276421949218, 'n_estimators': 34, 'reg_alpha': 2.7307316582701455, 'subsample': 0.9109258683407987}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9701444897070972, gamma=1.897380280631299,
       learning_rate=0.02686798854358185, max_delta_step=0, max_depth=22,
       min_child_weight=20.43276421949218, missing=None, n_estimators=34,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=2.7307316582701455, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9109258683407987)"
2,LightGBM,4,1,0.5066322586726999,0.358974358974359,"{'colsample_bytree': 0.921316374768448, 'gamma': 0.8965681235364376, 'learning_rate': 0.30704347175032687, 'max_depth': 4, 'min_child_weight': 15.500804299284866, 'n_estimators': 39, 'reg_alpha': 3.9972318664594626, 'subsample': 0.9941453492356287}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.921316374768448, gamma=0.8965681235364376,
        importance_type='split', learning_rate=0.30704347175032687,
        max_depth=4, min_child_samples=20,
        min_child_weight=15.500804299284866, min_split_gain=0.0,
        n_estimators=39, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=3.9972318664594626, reg_lambda=0.0,
        silent=True, subsample=0.9941453492356287,
        subsample_for_bin=200000, subsample_freq=0)"
2,LightGBM,3,0,0.5063991155902922,0.46153846153846156,"{'colsample_bytree': 0.8269982541622434, 'gamma': 5.628754528831768, 'learning_rate': 0.1606380148510108, 'max_depth': 10, 'min_child_weight': 19.29791043890689, 'n_estimators': 22, 'reg_alpha': 8.394047444293841, 'subsample': 0.8571709754177078}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.8269982541622434, gamma=5.628754528831768,
        importance_type='split', learning_rate=0.1606380148510108,
        max_depth=10, min_child_samples=20,
        min_child_weight=19.29791043890689, min_split_gain=0.0,
        n_estimators=22, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=8.394047444293841, reg_lambda=0.0,
        silent=True, subsample=0.8571709754177078,
        subsample_for_bin=200000, subsample_freq=0)"
2,LightGBM,2,0,0.5047801830522419,0.4182692307692308,"{'colsample_bytree': 0.9996242040045414, 'gamma': 1.4534820445869534, 'learning_rate': 0.4850293707225578, 'max_depth': 23, 'min_child_weight': 2.385149682657434, 'n_estimators': 98, 'reg_alpha': 6.603776758805343, 'subsample': 0.9500329442175556}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.9996242040045414, gamma=1.4534820445869534,
        importance_type='split', learning_rate=0.4850293707225578,
        max_depth=23, min_child_samples=20,
        min_child_weight=2.385149682657434, min_split_gain=0.0,
        n_estimators=98, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=6.603776758805343, reg_lambda=0.0,
        silent=True, subsample=0.9500329442175556,
        subsample_for_bin=200000, subsample_freq=0)"
1,XGBoost,2,1,0.5045737350884409,0.42788461538461536,"{'colsample_bytree': 0.9544672163048058, 'gamma': 2.3653888988573946, 'learning_rate': 0.19672941010810602, 'max_depth': 22, 'min_child_weight': 13.655844770272445, 'n_estimators': 23, 'reg_alpha': 3.7108304730193176, 'subsample': 0.7533874645782999}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9544672163048058, gamma=2.3653888988573946,
       learning_rate=0.19672941010810602, max_delta_step=0, max_depth=22,
       min_child_weight=13.655844770272445, missing=None, n_estimators=23,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=3.7108304730193176, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.7533874645782999)"
1,XGBoost,1,0,0.5044164781297135,0.5267857142857143,"{'colsample_bytree': 0.6206194175119872, 'gamma': 7.529791318414309, 'learning_rate': 0.09309281788312816, 'max_depth': 21, 'min_child_weight': 1.7600886381651306, 'n_estimators': 27, 'reg_alpha': 0.3177271403039405, 'subsample': 0.7788610951424323}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.6206194175119872, gamma=7.529791318414309,
       learning_rate=0.09309281788312816, max_delta_step=0, max_depth=21,
       min_child_weight=1.7600886381651306, missing=None, n_estimators=27,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0.3177271403039405, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.7788610951424323)"
3,Catboost,3,0,0.5037175477708565,0.25274725274725274,{},<catboost.core.CatBoostClassifier object at 0x1a1a9582b0>
1,XGBoost,1,1,0.5,0.5,"{'colsample_bytree': 0.7565690600410975, 'gamma': 0.859145318523441, 'learning_rate': 0.012781379792524741, 'max_depth': 19, 'min_child_weight': 15.169940557679519, 'n_estimators': 22, 'reg_alpha': 5.9410854039954675, 'subsample': 0.9770914729297725}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.7565690600410975, gamma=0.859145318523441,
       learning_rate=0.012781379792524741, max_delta_step=0, max_depth=19,
       min_child_weight=15.169940557679519, missing=None, n_estimators=22,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=5.9410854039954675, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9770914729297725)"
0,Random Forest,1,1,0.49705177175765414,0.5758928571428572,"{'max_depth': 10, 'n_estimators': 13}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=13, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
3,Catboost,4,0,0.4970039794764059,0.48717948717948717,{},<catboost.core.CatBoostClassifier object at 0x1a1a93db38>
2,LightGBM,1,1,0.49626285479226645,0.5401785714285714,"{'colsample_bytree': 0.9510586525374763, 'gamma': 1.2417754224038813, 'learning_rate': 0.5016610647025208, 'max_depth': 7, 'min_child_weight': 4.491641630126714, 'n_estimators': 43, 'reg_alpha': 9.452425944313372, 'subsample': 0.8803949170993554}","LGBMClassifier(boosting_type='gbdt', class_weight=None,
        colsample_bytree=0.9510586525374763, gamma=1.2417754224038813,
        importance_type='split', learning_rate=0.5016610647025208,
        max_depth=7, min_child_samples=20,
        min_child_weight=4.491641630126714, min_split_gain=0.0,
        n_estimators=43, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=9.452425944313372, reg_lambda=0.0,
        silent=True, subsample=0.8803949170993554,
        subsample_for_bin=200000, subsample_freq=0)"
3,Catboost,5,1,0.47891466376760494,0.5694444444444444,{},<catboost.core.CatBoostClassifier object at 0x1a1a939f28>
3,Catboost,3,1,0.4785664947797301,0.3076923076923077,{},<catboost.core.CatBoostClassifier object at 0x1a1a904630>
0,Random Forest,2,1,0.46990797499069553,0.4326923076923077,"{'max_depth': 23, 'n_estimators': 16}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=23, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=16, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
3,Catboost,5,0,0.4627796407024348,0.5277777777777778,{},<catboost.core.CatBoostClassifier object at 0x1a1a8fc390>
0,Random Forest,2,0,0.46092396880080705,0.4807692307692308,"{'max_depth': 11, 'n_estimators': 14}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=11, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=14, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
3,Catboost,1,0,0.45096137930696756,0.44642857142857145,{},<catboost.core.CatBoostClassifier object at 0x1a1a98ff98>
3,Catboost,2,1,0.42364857262835204,0.5384615384615385,{},<catboost.core.CatBoostClassifier object at 0x1a1aaa31d0>
3,Catboost,2,0,0.4180726075395193,0.5961538461538461,{},<catboost.core.CatBoostClassifier object at 0x1a1a8dbf28>
3,Catboost,1,1,0.4150445724618519,0.5089285714285714,{},<catboost.core.CatBoostClassifier object at 0x1a1aa27c18>
